TITLE,ASSIGNMENT,RACE/ETHNICITY,GENDER,AGE,YEARS_IN_SERVICE,DEGREE,CITY_RESIDENT?,AGENCY
POLICE OFFICER,NEIGHBORHOOD PATROL BUREAU,WHITE,MALE,45,21,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,NEIGHBORHOOD PATROL BUREAU,WHITE,MALE,41,17,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE COLONEL,NEIGHBORHOOD PATROL DIV,WHITE,FEMALE,39,17,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE LIEUTENANT,NEIGHBORHOOD PATROL DIV,WHITE,MALE,46,25,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE LIEUTENANT COLONEL,NEIGHBORHOOD PATROL DIV,AFRICAN AMERICAN,MALE,60,32,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE LIEUTENANT COLONEL,NEIGHBORHOOD PATROL DIV,AFRICAN AMERICAN,MALE,45,22,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NEIGHBORHOOD PATROL DIV,OTHER HISPANIC,MALE,,13,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,NEIGHBORHOOD PATROL DIV,WHITE,MALE,46,14,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NEIGHBORHOOD PATROL DIV,AFRICAN AMERICAN,MALE,44,16,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,NEIGHBORHOOD PATROL DIV,AFRICAN AMERICAN,FEMALE,39,15,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,NEIGHBORHOOD PATROL DIV,WHITE,MALE,45,22,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,NEIGHBORHOOD PATROL DIV,AFRICAN AMERICAN,MALE,42,19,HGH SCHOOL GRADUATE,NO,BPD
CAPTAIN,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,51,29,3 YEARS COLLEGE,NO,BPD
POLICE LIEUTENANT,NORTHEASTERN DISTRICT,WHITE,MALE,47,16,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE LIEUTENANT,NORTHEASTERN DISTRICT,WHITE,MALE,62,39,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE LIEUTENANT,NORTHEASTERN DISTRICT,WHITE,MALE,47,21,HGH SCHOOL GRADUATE,NO,BPD
POLICE LIEUTENANT,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,FEMALE,38,15,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE LIEUTENANT,NORTHEASTERN DISTRICT,WHITE,MALE,44,19,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE MAJOR/DIRECTOR,NORTHEASTERN DISTRICT,WHITE,MALE,51,17,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,43,11,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER HISPANIC,MALE,42,15,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,57,22,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,FEMALE,34,10,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,29,10,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,33,10,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,FEMALE,30,10,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,43,10,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,29,8,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,38,17,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,31,7,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,27,6,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,47,12,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,FEMALE,30,7,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,38,13,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,FEMALE,41,15,4 YEARS COLLEGE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,41,18,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,34,14,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,32,13,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER HISPANIC,MALE,43,15,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,26,7,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,51,14,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,FEMALE,24,1,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,31,2,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,37,1,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,27,1,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER ASIAN,MALE,24,3,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,62,23,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,36,6,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,29,5,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,30,5,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,42,15,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER HISPANIC,MALE,28,4,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER ASIAN,MALE,27,5,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AMER-INDIAN,MALE,41,15,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,27,6,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,27,5,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,45,21,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,28,3,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER HISPANIC,MALE,32,5,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,24,0,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,31,7,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,37,15,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,48,21,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,FEMALE,29,6,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,31,4,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,26,7,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,29,6,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,30,8,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER HISPANIC,MALE,44,9,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,33,9,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,41,14,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,FEMALE,41,5,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,45,22,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,36,9,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER HISPANIC,MALE,40,4,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,35,9,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,26,7,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,39,7,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,35,14,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,26,4,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER HISPANIC,MALE,41,7,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,29,9,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,34,7,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,30,6,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,28,7,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,FEMALE,32,9,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,34,11,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,31,5,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,35,9,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,42,22,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER HISPANIC,MALE,30,5,A.A. COMPLETED & RECEIVED,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,32,9,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER ASIAN,MALE,31,8,1 YEAR COLLEGE OR LESS,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,FEMALE,50,16,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,27,5,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,FEMALE,34,9,4 YEARS COLLEGE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,51,22,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,FEMALE,39,16,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,35,11,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,27,2,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,27,2,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER HISPANIC,MALE,25,2,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,27,2,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER HISPANIC,MALE,23,2,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER ASIAN,MALE,23,1,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,26,2,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,25,3,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,21,1,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,29,2,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,30,3,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,29,2,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,25,1,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,26,2,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,26,1,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,27,2,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,25,1,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,26,1,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,26,1,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,25,2,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,24,3,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,29,1,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER ASIAN,MALE,26,1,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER HISPANIC,MALE,28,3,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,26,2,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER HISPANIC,MALE,27,3,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,28,2,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,23,1,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,29,1,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,27,4,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,37,4,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,30,1,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER ASIAN,MALE,22,2,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,22,2,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,23,2,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,27,2,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,24,2,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,25,4,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,26,1,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,30,3,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,25,3,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AMER-INDIAN,MALE,28,6,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,46,18,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,31,6,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,39,9,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,33,4,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,31,6,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER HISPANIC,MALE,30,8,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,FEMALE,26,1,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,26,4,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,FEMALE,25,2,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,FEMALE,24,1,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,OTHER ASIAN,MALE,27,2,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,25,1,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,22,2,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,24,2,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,FEMALE,30,2,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,31,3,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,27,3,,YES,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,22,1,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,25,1,,NO,BPD
POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,MALE,26,2,,YES,BPD
POLICE OFFICER (EID),NORTHEASTERN DISTRICT,WHITE,FEMALE,36,12,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD
POLICE SERGEANT,NORTHEASTERN DISTRICT,WHITE,MALE,44,10,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,NORTHEASTERN DISTRICT,WHITE,MALE,39,13,5 YEARS COLLEGE,NO,BPD
POLICE SERGEANT,NORTHEASTERN DISTRICT,WHITE,MALE,40,16,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE SERGEANT,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,28,8,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,NORTHEASTERN DISTRICT,WHITE,MALE,44,15,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,NORTHEASTERN DISTRICT,WHITE,MALE,30,9,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE SERGEANT,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,FEMALE,48,21,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,NORTHEASTERN DISTRICT,OTHER HISPANIC,MALE,32,6,A.A. COMPLETED & RECEIVED,YES,BPD
POLICE SERGEANT,NORTHEASTERN DISTRICT,OTHER HISPANIC,MALE,48,11,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE SERGEANT,NORTHEASTERN DISTRICT,WHITE,MALE,29,8,2 YEARS COLLEGE; NO A. A.,YES,BPD
POLICE SERGEANT,NORTHEASTERN DISTRICT,WHITE,MALE,51,22,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,,19,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE SERGEANT,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,44,22,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE SERGEANT,NORTHEASTERN DISTRICT,WHITE,MALE,44,19,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE SERGEANT,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,MALE,39,17,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE SERGEANT,NORTHEASTERN DISTRICT,WHITE,MALE,29,7,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,NORTHEASTERN DISTRICT,WHITE,MALE,43,20,HGH SCHOOL GRADUATE,NO,BPD
POLICE LIEUTENANT,NORTHERN DISTRICT,AFRICAN AMERICAN,FEMALE,50,18,HGH SCHOOL GRADUATE,NO,BPD
POLICE LIEUTENANT,NORTHERN DISTRICT,WHITE,MALE,47,16,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE LIEUTENANT,NORTHERN DISTRICT,AFRICAN AMERICAN,MALE,42,23,HGH SCHOOL GRADUATE,YES,BPD
POLICE LIEUTENANT EID,NORTHERN DISTRICT,AFRICAN AMERICAN,MALE,32,11,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE MAJOR/DIRECTOR,NORTHERN DISTRICT,WHITE,MALE,47,19,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,MALE,30,7,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,MALE,35,15,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,WHITE,MALE,44,19,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,WHITE,MALE,27,6,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,EAST-INDIAN,MALE,35,6,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,WHITE,MALE,31,6,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,MALE,43,12,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,WHITE,MALE,42,16,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,MALE,41,15,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,MALE,36,8,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,FEMALE,31,6,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,WHITE,MALE,58,17,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,FEMALE,45,14,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,MALE,32,11,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,MALE,24,4,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,MALE,48,15,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,OTHER HISPANIC,MALE,44,13,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,MALE,34,7,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,WHITE,MALE,45,21,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,OTHER HISPANIC,MALE,41,9,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,OTHER HISPANIC,MALE,40,7,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,OTHER HISPANIC,MALE,36,4,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,OTHER HISPANIC,MALE,39,9,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,MALE,48,22,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,WHITE,MALE,49,22,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,WHITE,MALE,46,15,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,WHITE,MALE,55,22,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,MALE,41,8,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,OTHER HISPANIC,MALE,40,9,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,OTHER HISPANIC,MALE,40,7,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,OTHER HISPANIC,MALE,29,5,5 YEARS COLLEGE,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,MALE,37,10,2 YEARS COLLEGE; NO A. A.,YES,BPD
POLICE OFFICER,NORTHERN DISTRICT,WHITE,MALE,49,22,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,MALE,43,18,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,FEMALE,44,6,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,WHITE,MALE,67,14,3 YEARS COLLEGE,NO,BPD
POLICE OFFICER,NORTHERN DISTRICT,WHITE,MALE,31,9,3 YEARS COLLEGE,NO,BPD
